gname,chromosome,orientation,start,end
YCR059C,chrIII,-,223453,224230
YCR060W,chrIII,+,224398,224734
YCR061W,chrIII,+,225562,227458
tS(CGA)C,chrIII,+,227941,228042
YCR064C,chrIII,-,228094,228505
YCR063W,chrIII,+,228317,228791
YCR065W,chrIII,+,229309,231004
YCR066W,chrIII,+,231499,232963
YCR067C,chrIII,-,233124,236322
YCR068W,chrIII,+,237213,238776
YCR069W,chrIII,+,239054,240011
YCR071C,chrIII,-,240102,240543
YCR072C,chrIII,-,240804,242352
YCR073C,chrIII,-,242587,246583
YCR073W-A,chrIII,+,246962,247910
YCR075C,chrIII,-,248032,248815
YCR075W-A,chrIII,+,248974,249202
YCR076C,chrIII,-,249292,250045
YCR077C,chrIII,-,250237,252628
YCR079W,chrIII,+,252844,254173
YCR081W,chrIII,+,254370,258654
YCR081C-A,chrIII,-,258414,258651
YCR082W,chrIII,+,258882,259269
YCR083W,chrIII,+,259577,259961
YCR084C,chrIII,-,260310,262452
YCR085W,chrIII,+,262915,263269
YCR086W,chrIII,+,263391,263964
YCR087W,chrIII,+,263975,264491
YCR087C-A,chrIII,-,264005,264467
YCR088W,chrIII,+,265067,266846
YCR089W,chrIII,+,267433,272263
YCR090C,chrIII,-,272314,272863
YCR091W,chrIII,+,274403,276566
YCR092C,chrIII,-,276763,279820
YCR093W,chrIII,+,280116,286443
YCR094W,chrIII,+,286761,287937
YCR095C,chrIII,-,288169,289258
YCR095W-A,chrIII,+,289638,289797
YCR096C,chrIII,-,293178,293538
YCR097W,chrIII,+,293834,294321
YCR097W-A,chrIII,+,294438,294705
tT(AGU)C,chrIII,+,295483,295556
YCR098C,chrIII,-,297048,298605
YCR099C,chrIII,-,300831,301299
YCR100C,chrIII,-,301270,302221
YCR101C,chrIII,-,302481,303030
YCR102C,chrIII,-,304360,305467
YCR102W-A,chrIII,+,306734,306932
YCR104W,chrIII,+,307800,308175
YCR105W,chrIII,+,309069,310155
YCR106W,chrIII,+,310957,313456
YCR107W,chrIII,+,313889,314981
YCR108C,chrIII,-,315996,316188
YDL248W,chrIV,+,1801,2953
YDL247W-A,chrIV,+,3761,3836
YDL247W,chrIV,+,5984,7814
YDL246C,chrIV,-,8682,9756
YDL245C,chrIV,-,11656,13360
YDL244W,chrIV,+,16203,17226
YDL243C,chrIV,-,17576,18566
YDL242W,chrIV,+,18958,19312
YDL241W,chrIV,+,20634,21006
YDL240C-A,chrIV,-,22470,22608
YDL240W,chrIV,+,22822,25876
YDL239C,chrIV,-,26402,28775
YDL238C,chrIV,-,28984,30454
YDL237W,chrIV,+,30656,31829
YDL236W,chrIV,+,32295,33234
YDL235C,chrIV,-,33414,33918
YDL234C,chrIV,-,34236,36477
YDL233W,chrIV,+,36796,38173
YDL232W,chrIV,+,38486,38597
YDL231C,chrIV,-,38866,42244
YDL230W,chrIV,+,42699,43707
YDL229W,chrIV,+,44064,45906
YDL228C,chrIV,-,45276,45918
YDL227C,chrIV,-,46270,48031
YDL226C,chrIV,-,51114,52173
YDL225W,chrIV,+,52444,54100
YDL224C,chrIV,-,54396,56346
YDL223C,chrIV,-,57264,60405
YDL222C,chrIV,-,60871,61801
YDL221W,chrIV,+,62010,62562
YDL220C,chrIV,-,62243,65018
YDL219W,chrIV,+,65241,65765
YDL218W,chrIV,+,66492,67446
YDL217C,chrIV,-,67982,68606
YDL216C,chrIV,-,68996,70319
YDL215C,chrIV,-,70639,73918
YDL214C,chrIV,-,74445,76545
YDL213C,chrIV,-,77288,77966
YDL212W,chrIV,+,78425,79058
YDL211C,chrIV,-,79293,80412
tG(GCC)D1,chrIV,+,83547,83618
YDL210W,chrIV,+,84269,85985
YDL209C,chrIV,-,86206,87226
YDL208W,chrIV,+,87511,87982
YDL207W,chrIV,+,88247,89864
YDL206W,chrIV,+,90175,92464
YDL205C,chrIV,-,92761,93745
YDL204W,chrIV,+,94604,95786
YDL203C,chrIV,-,96081,97953
YDL202W,chrIV,+,98474,99224
YDL201W,chrIV,+,99560,100421
YDL200C,chrIV,-,100500,101067
YDL199C,chrIV,-,101289,103353
YDL198C,chrIV,-,103648,104551
YDL197C,chrIV,-,104916,106494
YDL196W,chrIV,+,106740,107070
YDL195W,chrIV,+,107207,111029
YDL194W,chrIV,+,111579,114234
YDL193W,chrIV,+,114671,115799
YDL192W,chrIV,+,116320,116866
YDL191W,chrIV,+,117663,118517
YDL190C,chrIV,-,118706,121592
YDL189W,chrIV,+,122215,123589
YDL188C,chrIV,-,123864,124998
YDL187C,chrIV,-,125508,125838
YDL186W,chrIV,+,125615,126449
YDL185C-A,chrIV,-,126607,126835
YDL185W,chrIV,+,126786,130002
YDL184C,chrIV,-,130406,130484
YDL183C,chrIV,-,130870,131833
YDL182W,chrIV,+,133436,134723
YDL181W,chrIV,+,135178,135436
YDL180W,chrIV,+,135895,137539
YDL179W,chrIV,+,138290,139205
YDL178W,chrIV,+,139521,141114
YDL177C,chrIV,-,141208,141721
YDL176W,chrIV,+,142096,144223
YDL175C,chrIV,-,144483,145518
YDL174C,chrIV,-,145825,147589
YDL173W,chrIV,+,148190,149078
YDL172C,chrIV,-,148606,149086
YDL171C,chrIV,-,149202,155640
YDL170W,chrIV,+,156317,157904
YDL169C,chrIV,-,158063,158735
YDL168W,chrIV,+,159603,160764
YDL167C,chrIV,-,160994,163154
YDL166C,chrIV,-,163448,164042
YDL165W,chrIV,+,164289,164865
YDL164C,chrIV,-,164986,167254
YDL163W,chrIV,+,166955,167258
YDL162C,chrIV,-,167358,167715
YDL161W,chrIV,+,167713,169078
YDL160C-A,chrIV,-,169365,169608
YDL160C,chrIV,-,170409,171930
YDL159W-A,chrIV,+,172181,172313
YDL159W,chrIV,+,172480,174028
YDL159C-B,chrIV,-,173055,173232
YDL158C,chrIV,-,173865,174174
YDL157C,chrIV,-,174231,174588
YDL156W,chrIV,+,174917,176486
YDL155W,chrIV,+,176772,178056
YDL154W,chrIV,+,178333,181039
YDL153C,chrIV,-,181185,183018
YDL152W,chrIV,+,182821,183187
YDL151C,chrIV,-,183317,183899
YDL150W,chrIV,+,183342,184611
YDL149W,chrIV,+,184924,187918
YDL148C,chrIV,-,188153,190586
YDL147W,chrIV,+,190923,192261
YDL146W,chrIV,+,192749,194225
YDL145C,chrIV,-,194570,198176
YDL144C,chrIV,-,198661,199732
YDL143W,chrIV,+,199995,201582
YDL142C,chrIV,-,201718,202570
YDL141W,chrIV,+,203038,205111
YDL140C,chrIV,-,205359,210561
YDL139C,chrIV,-,211374,212046
YDL138W,chrIV,+,213350,215642
YDL137W,chrIV,+,216528,217074
YDL136W,chrIV,+,217599,218367
YDL135C,chrIV,-,218679,219288
YDL134C,chrIV,-,219661,220771
YDL133C-A,chrIV,-,221723,221801
YDL133W,chrIV,+,222426,223740
YDL132W,chrIV,+,224303,226751
YDL131W,chrIV,+,227392,228715
YDL130W-A,chrIV,+,229170,229431
YDL130W,chrIV,+,229905,230527
YDL129W,chrIV,+,231023,231899
YDL128W,chrIV,+,232651,233887
YDL127W,chrIV,+,234926,235853
YDL126C,chrIV,-,236156,238664
YDL125C,chrIV,-,239018,239606
YDL124W,chrIV,+,240258,241197
YDL123W,chrIV,+,241417,241840
YDL122W,chrIV,+,242551,244981
YDL121C,chrIV,-,245132,245582
YDL120W,chrIV,+,245922,246447
YDL119C,chrIV,-,246688,247612
YDL118W,chrIV,+,247301,247682
YDL117W,chrIV,+,248580,251238
YDL116W,chrIV,+,251565,253746
YDL115C,chrIV,-,253994,255126
YDL114W-A,chrIV,+,254934,255048
YDL114W,chrIV,+,255603,256530
YDL113C,chrIV,-,256632,258555
YDL112W,chrIV,+,258914,263225
YDL111C,chrIV,-,263312,264110
YDL110C,chrIV,-,264511,264964
YDL109C,chrIV,-,265257,267201
YDL108W,chrIV,+,267697,268699
YDL107W,chrIV,+,268920,269976
YDL106C,chrIV,-,270221,271901
YDL105W,chrIV,+,272388,273597
YDL104C,chrIV,-,273652,274876
YDL103C,chrIV,-,275147,276581
YDL102W,chrIV,+,276871,280165
YDL101C,chrIV,-,280306,281848
YDL100C,chrIV,-,282111,283176
YDL099W,chrIV,+,283418,284444
YDL098C,chrIV,-,284580,285165
YDL097C,chrIV,-,285390,286695
YDL096C,chrIV,-,286997,287324
YDL095W,chrIV,+,287058,289512
YDL094C,chrIV,-,289571,290081
YDL093W,chrIV,+,289908,292140
YDL092W,chrIV,+,292780,293221
YDL091C,chrIV,-,293391,294759
YDL090C,chrIV,-,295033,296329
YDL089W,chrIV,+,296819,298274
YDL088C,chrIV,-,298416,300003
YDL087C,chrIV,-,300213,300999
YDL086W,chrIV,+,301412,302234
YDL086C-A,chrIV,-,301654,302089
YDL085C-A,chrIV,-,302463,302670
YDL085W,chrIV,+,303210,304848
YDL084W,chrIV,+,305236,306577
YDL083C,chrIV,-,306925,307789
YDL082W,chrIV,+,308423,309388
YDL081C,chrIV,-,309801,310122
YDL080C,chrIV,-,310641,312471
YDL079C,chrIV,-,312950,314748
YDL078C,chrIV,-,315356,316388
YDL077C,chrIV,-,316970,320120
YDL076C,chrIV,-,320667,321552
YDL075W,chrIV,+,322225,322988
snR63,chrIV,-,323216,323471
YDL074C,chrIV,-,324046,326149
YDL073W,chrIV,+,326612,329567
YDL072C,chrIV,-,329835,330447
YDL071C,chrIV,-,330665,331040
YDL070W,chrIV,+,331023,332940
YDL069C,chrIV,-,333120,333810
YDL068W,chrIV,+,333499,333829
YDL067C,chrIV,-,334216,334396
YDL066W,chrIV,+,334834,336121
YDL065C,chrIV,-,336248,337277
YDL064W,chrIV,+,337486,338070
YDL063C,chrIV,-,338271,340134
YDL062W,chrIV,+,339856,340282
YDL061C,chrIV,-,340627,340798
YDL060W,chrIV,+,341618,343985
YDL059C,chrIV,-,344236,344953
YDL058W,chrIV,+,345664,351037
YDL057W,chrIV,+,351433,352420
YDL056W,chrIV,+,352876,355378
YDL055C,chrIV,-,355673,356759
tK(UUU)D,chrIV,+,359576,359672
YDL054C,chrIV,-,359824,361285
YDL053C,chrIV,-,361698,362256
YDL052C,chrIV,-,362671,363583
YDL051W,chrIV,+,363951,364779
YDL050C,chrIV,-,364445,364817
YDL049C,chrIV,-,365067,365874
YDL048C,chrIV,-,366738,368211
YDL047W,chrIV,+,369770,370706
YDL046W,chrIV,+,371239,371761
YDL045W-A,chrIV,+,372247,372535
YDL045C,chrIV,-,372687,373608
YDL044C,chrIV,-,373966,375289
YDL043C,chrIV,-,375679,376480
YDL042C,chrIV,-,376756,378445
YDL041W,chrIV,+,378101,378455
YDL040C,chrIV,-,378873,381438
YDL039C,chrIV,-,381984,384081
YDL037C,chrIV,-,384600,385587
YDL036C,chrIV,-,387512,388901
YDL035C,chrIV,-,389171,392057
YDL034W,chrIV,+,391782,392127
YDL033C,chrIV,-,392658,393912
YDL032W,chrIV,+,393689,394001
YDL031W,chrIV,+,394216,397204
YDL030W,chrIV,+,397536,399129
YDL029W,chrIV,+,399339,400638
YDL028C,chrIV,-,400996,403291
YDL027C,chrIV,-,403694,404957
YDL026W,chrIV,+,404748,405060
YDL025C,chrIV,-,405343,407206
YDL025W-A,chrIV,+,405409,405514
YDL024C,chrIV,-,408450,409857
YDL022C-A,chrIV,-,409807,410056
tA(AGC)D,chrIV,+,410378,410451
YDL023C,chrIV,-,411760,412081
YDL022W,chrIV,+,411824,413000
YDL021W,chrIV,+,413952,414888
YDL020C,chrIV,-,415112,416708
YDL019C,chrIV,-,417662,421514
YDL018C,chrIV,-,422832,423510
YDL017W,chrIV,+,424208,425732
YDL016C,chrIV,-,425569,425872
YDL015C,chrIV,-,426001,426934
YDL014W,chrIV,+,427363,428347
YDL013W,chrIV,+,429066,430926
YDL012C,chrIV,-,431107,431517
YDL011C,chrIV,-,432307,432631
YDL010W,chrIV,+,432329,433025
YDL009C,chrIV,-,432924,433248
YDL008W,chrIV,+,433496,433994
tT(AGU)D,chrIV,-,434263,434336
YDL007C-A,chrIV,-,436566,436824
tS(AGA)D1,chrIV,+,437771,437853
YDL007W,chrIV,+,438046,439360
YDL006W,chrIV,+,439908,440754
YDL005C,chrIV,-,441013,442309
YDL004W,chrIV,+,443028,443511
YDL003W,chrIV,+,444682,446383
YDL002C,chrIV,-,446966,447578
YDL001W,chrIV,+,447983,449276
YDR001C,chrIV,-,450219,452475
YDR002W,chrIV,+,453044,453650
YDR003W,chrIV,+,454121,454754
YDR003W-A,chrIV,+,454781,454904
YDR004W,chrIV,+,455200,456583
YDR005C,chrIV,-,456835,458103
YDR006C,chrIV,-,458541,461247
YDR007W,chrIV,+,461841,462516
YDR008C,chrIV,-,462251,462602
YDR009W,chrIV,+,463433,464996
YDR010C,chrIV,-,465050,465383
YDR011W,chrIV,+,465918,470424
YDR012W,chrIV,+,471852,472941
YDR013W,chrIV,+,473156,473783
YDR014W,chrIV,+,474045,475989
YDR014W-A,chrIV,+,477796,478285
YDR015C,chrIV,-,477959,478199
YDR016C,chrIV,-,478473,478758
YDR017C,chrIV,-,479114,482267
YDR018C,chrIV,-,482669,483860
YDR019C,chrIV,-,484162,485365
YDR020C,chrIV,-,485745,486444
YDR021W,chrIV,+,486803,488003
YDR022C,chrIV,-,488071,488662
tV(UAC)D,chrIV,-,488796,488870
YDR023W,chrIV,+,489507,490896
YDR024W,chrIV,+,491016,491502
YDR025W,chrIV,+,491514,492324
YDR026C,chrIV,-,492555,494268
YDR027C,chrIV,-,494648,497318
YDR028C,chrIV,-,497834,500879
YDR029W,chrIV,+,501099,501414
YDR030C,chrIV,-,501752,503273
YDR031W,chrIV,+,503497,503863
YDR032C,chrIV,-,504098,504695
YDR033W,chrIV,+,508146,509109
YDR034C,chrIV,-,509736,512109
YDR034C-D,chrIV,-,514042,519356
YDR034C-C,chrIV,-,518039,519356
tL(UAA)D,chrIV,+,519742,519826
YDR034C-A,chrIV,-,520515,520692
tQ(UUG)D1,chrIV,+,520971,521043
YDR034W-B,chrIV,+,521313,521469
YDR035W,chrIV,+,521815,522928
YDR036C,chrIV,-,523210,524713
YDR037W,chrIV,+,525439,527215
YDR038C,chrIV,-,527421,530697
YDR039C,chrIV,-,531306,534582
YDR040C,chrIV,-,535191,538467
YDR041W,chrIV,+,539802,540414
YDR042C,chrIV,-,540600,541203
snR47,chrIV,-,541601,541700
YDR043C,chrIV,-,542673,543369
YDR044W,chrIV,+,546641,547628
YDR045C,chrIV,-,547977,548310
YDR046C,chrIV,-,548761,550576
YDR047W,chrIV,+,551859,552948
YDR048C,chrIV,-,553083,553398
YDR049W,chrIV,+,553253,555152
YDR050C,chrIV,-,555725,556472
YDR051C,chrIV,-,557055,558060
YDR052C,chrIV,-,558510,560625
YDR053W,chrIV,+,560248,560644
YDR054C,chrIV,-,561439,562327
YDR055W,chrIV,+,563526,564861
YDR056C,chrIV,-,565022,565640
YDR057W,chrIV,+,565926,567555
YDR058C,chrIV,-,567722,568703
tR(UCU)D,chrIV,+,568881,568953
tD(GUC)D,chrIV,+,568963,569035
YDR059C,chrIV,-,569233,569770
YDR060W,chrIV,+,570648,573726
YDR061W,chrIV,+,574163,575783
YDR062W,chrIV,+,576473,578159
YDR063W,chrIV,+,578662,579112
YDR064W,chrIV,+,579457,580452
YDR065W,chrIV,+,580686,581784
YDR066C,chrIV,-,581907,582498
YDR067C,chrIV,-,582790,583465
YDR068W,chrIV,+,583712,584645
YDR069C,chrIV,-,584938,587719
YDR070C,chrIV,-,588097,588379
YDR071C,chrIV,-,588826,589402
YDR072C,chrIV,-,589760,591344
YDR073W,chrIV,+,592438,592948
YDR074W,chrIV,+,593892,596583
YDR075W,chrIV,+,597155,598082
YDR076W,chrIV,+,598467,599688
YDR077W,chrIV,+,600792,601809
YDR078C,chrIV,-,602197,602869
YDR079W,chrIV,+,603063,603399
YDR079C-A,chrIV,-,603592,603811
YDR080W,chrIV,+,604007,606986
YDR081C,chrIV,-,607303,610081
YDR082W,chrIV,+,610440,611925
YDR083W,chrIV,+,612072,613251
YDR084C,chrIV,-,613404,614004
YDR085C,chrIV,-,614287,616150
YDR086C,chrIV,-,616927,617170
YDR087C,chrIV,-,617469,618306
YDR088C,chrIV,-,618496,619645
tR(ACG)D,chrIV,-,619968,620041
YDR089W,chrIV,+,622111,624721
YDR090C,chrIV,-,625065,625998
YDR091C,chrIV,-,626707,628534
YDR092W,chrIV,+,629875,630605
YDR093W,chrIV,+,631281,636120
YDR094W,chrIV,+,635839,636175
YDR095C,chrIV,-,636116,636527
YDR096W,chrIV,+,637138,639823
YDR097C,chrIV,-,640108,643837
YDR098C,chrIV,-,644177,645035
tQ(UUG)D2,chrIV,-,645152,645224
YDR098C-B,chrIV,-,645857,651126
YDR098C-A,chrIV,-,649803,651126
YDR099W,chrIV,+,653606,654428
YDR100W,chrIV,+,655012,655444
YDR101C,chrIV,-,655685,657467
YDR102C,chrIV,-,657647,657980
YDR103W,chrIV,+,658349,661103
YDR104C,chrIV,-,661172,664910
YDR105C,chrIV,-,665348,666770
YDR106W,chrIV,+,667003,667858
tI(AAU)D,chrIV,-,668006,668080
YDR107C,chrIV,-,669015,671034
YDR108W,chrIV,+,671268,673365
YDR109C,chrIV,-,673519,675667
YDR110W,chrIV,+,676101,677802
YDR111C,chrIV,-,678240,679764
YDR112W,chrIV,+,679543,679852
YDR113C,chrIV,-,680495,681617
YDR114C,chrIV,-,681923,682226
YDR115W,chrIV,+,682174,682492
YDR116C,chrIV,-,682723,683581
YDR117C,chrIV,-,683945,685643
YDR118W,chrIV,+,685881,687840
YDR118W-A,chrIV,+,687767,687884
YDR119W,chrIV,+,688226,690533
YDR119W-A,chrIV,+,691013,691214
YDR120C,chrIV,-,691548,693261
YDR121W,chrIV,+,693584,694175
YDR122W,chrIV,+,694699,697894
YDR123C,chrIV,-,698553,699468
YDR124W,chrIV,+,700314,701289
YDR125C,chrIV,-,701396,702758
YDR126W,chrIV,+,703233,704244
YDR127W,chrIV,+,704483,709250
YDR128W,chrIV,+,709548,712995
YDR129C,chrIV,-,713339,715379
YDR130C,chrIV,-,715746,716622
YDR131C,chrIV,-,716789,718460
YDR132C,chrIV,-,718815,720303
YDR133C,chrIV,-,720961,721297
YDR134C,chrIV,-,721070,721481
YDR135C,chrIV,-,723003,727551
YDR136C,chrIV,-,727710,728283
YDR137W,chrIV,+,728258,730250
YDR138W,chrIV,+,730577,732836
YDR139C,chrIV,-,733617,733924
YDR140W,chrIV,+,734137,734803
YDR141C,chrIV,-,734900,739997
YDR142C,chrIV,-,740472,741600
YDR143C,chrIV,-,742041,743874
YDR144C,chrIV,-,744310,746101
YDR145W,chrIV,+,746737,748357
YDR146C,chrIV,-,748612,750742
YDR147W,chrIV,+,751630,753235
YDR148C,chrIV,-,753674,755066
YDR149C,chrIV,-,755554,756262
YDR150W,chrIV,+,755627,763874
YDR151C,chrIV,-,764177,765155
YDR152W,chrIV,+,765705,766503
YDR153C,chrIV,-,766735,767971
YDR154C,chrIV,-,768402,768753
YDR155C,chrIV,-,768511,769000
YDR156W,chrIV,+,769524,769938
YDR157W,chrIV,+,769930,770332
YDR158W,chrIV,+,770356,771454
YDR159W,chrIV,+,771876,775782
YDR160W,chrIV,+,776162,778721
YDR161W,chrIV,+,779042,780206
YDR162C,chrIV,-,780389,781100
YDR163W,chrIV,+,781422,781950
YDR164C,chrIV,-,782040,784215
YDR165W,chrIV,+,784870,786205
YDR166C,chrIV,-,786305,789221
YDR167W,chrIV,+,789448,790069
YDR168W,chrIV,+,790327,791848
YDR169C,chrIV,-,792347,793889
YDR169C-A,chrIV,-,794573,794723
YDR170C,chrIV,-,796192,802222
tQ(UUG)D3,chrIV,-,802730,802802
YDR170W-A,chrIV,+,803194,804517
YDR171W,chrIV,+,806620,807748
YDR172W,chrIV,+,808323,810381
YDR173C,chrIV,-,810564,811632
YDR174W,chrIV,+,812109,812850
YDR175C,chrIV,-,813192,814152
YDR176W,chrIV,+,814451,816560
YDR177W,chrIV,+,816877,817525
YDR178W,chrIV,+,817949,818495
YDR179C,chrIV,-,818707,819196
YDR179W-A,chrIV,+,819432,820824
YDR180W,chrIV,+,821294,825776
YDR181C,chrIV,-,825909,827355
YDR182W,chrIV,+,827581,829057
YDR182W-A,chrIV,+,829150,829354
YDR183W,chrIV,+,829584,830277
YDR183C-A,chrIV,-,830396,830654
YDR184C,chrIV,-,830628,831513
YDR185C,chrIV,-,831933,832473
YDR186C,chrIV,-,832858,835492
YDR187C,chrIV,-,836227,836746
YDR188W,chrIV,+,836420,838061
YDR189W,chrIV,+,838391,840392
YDR190C,chrIV,-,840603,841995
YDR191W,chrIV,+,842336,843449
YDR192C,chrIV,-,843568,844861
YDR193W,chrIV,+,844553,844952
YDR194C,chrIV,-,845951,847946
YDR194W-A,chrIV,+,848070,848223
YDR195W,chrIV,+,848598,850200
YDR196C,chrIV,-,850273,850999
YDR197W,chrIV,+,851227,852397
YDR198C,chrIV,-,852532,853972
YDR199W,chrIV,+,854174,854540
YDR200C,chrIV,-,854278,856093
YDR201W,chrIV,+,856316,856814
YDR202C,chrIV,-,856897,857953
YDR203W,chrIV,+,857681,857999
YDR204W,chrIV,+,858136,859144
YDR205W,chrIV,+,859345,861520
YDR206W,chrIV,+,862053,864708
YDR207C,chrIV,-,865011,867522
YDR208W,chrIV,+,868223,870563
YDR209C,chrIV,-,871035,871449
YDR210W,chrIV,+,871073,871301
YDR210W-B,chrIV,+,872111,877425
YDR210W-A,chrIV,+,872111,873428
YDR210C-D,chrIV,-,878658,883927
YDR210C-C,chrIV,-,882604,883927
tI(UAU)D,chrIV,+,884360,884493
YDR211W,chrIV,+,884726,886865
YDR212W,chrIV,+,887231,888911
YDR213W,chrIV,+,889750,892492
YDR214W,chrIV,+,892874,893927
YDR215C,chrIV,-,894088,894502
YDR216W,chrIV,+,895034,899006
YDR217C,chrIV,-,899550,903480
YDR218C,chrIV,-,903780,905052
YDR219C,chrIV,-,905454,906852
YDR220C,chrIV,-,906999,907293
YDR221W,chrIV,+,907329,909438
YDR222W,chrIV,+,910053,911301
YDR223W,chrIV,+,912098,913502
YDR224C,chrIV,-,914316,914712
YDR225W,chrIV,+,915529,915928
YDR226W,chrIV,+,916485,917154
YDR227W,chrIV,+,917570,921647
YDR228C,chrIV,-,921925,923806
YDR229W,chrIV,+,924784,926146
YDR230W,chrIV,+,926222,926570
YDR231C,chrIV,-,926292,926910
YDR232W,chrIV,+,927451,929098
YDR233C,chrIV,-,929469,930357
YDR234W,chrIV,+,931128,933210
YDR235W,chrIV,+,933503,935138
YDR236C,chrIV,-,935235,935892
YDR237W,chrIV,+,936614,937493
YDR238C,chrIV,-,937894,940816
YDR239C,chrIV,-,941056,943420
YDR240C,chrIV,-,943673,945152
YDR241W,chrIV,+,945150,945438
tY(GUA)D,chrIV,+,946311,946400
YDR242W,chrIV,+,946806,948456
YDR243C,chrIV,-,948517,950284
YDR244W,chrIV,+,950562,952401
YDR245W,chrIV,+,952799,953981
YDR246W,chrIV,+,954287,954947
YDR246W-A,chrIV,+,955132,955333
YDR247W,chrIV,+,956012,957398
YDR248C,chrIV,-,957757,958339
YDR249C,chrIV,-,958680,959802
YDR250C,chrIV,-,960085,960361
YDR251W,chrIV,+,960613,963106
YDR252W,chrIV,+,963411,963861
YDR253C,chrIV,-,963989,964565
YDR254W,chrIV,+,965112,966489
YDR255C,chrIV,-,966556,967822
YDR256C,chrIV,-,968132,969680
YDR257C,chrIV,-,969989,971474
YDR258C,chrIV,-,971807,974243
YDR259C,chrIV,-,974630,975782
YDR260C,chrIV,-,976716,977229
YDR261C,chrIV,-,977520,979209
tS(AGA)D2,chrIV,-,980973,981055
YDR261W-A,chrIV,+,981461,982778
YDR261W-B,chrIV,+,981461,986775
YDR261C-D,chrIV,-,987533,992349
YDR261C-C,chrIV,-,991026,992349
tG(GCC)D2,chrIV,+,992831,992902
YDR262W,chrIV,+,993133,993952
YDR263C,chrIV,-,994241,995534
YDR264C,chrIV,-,996028,998323
YDR265W,chrIV,+,998863,999877
YDR266C,chrIV,-,1000103,1002023
YDR267C,chrIV,-,1002509,1003502
YDR268W,chrIV,+,1004003,1005143
YDR269C,chrIV,-,1005664,1005988
YDR270W,chrIV,+,1005674,1008689
YDR271C,chrIV,-,1008394,1008766
YDR272W,chrIV,+,1009009,1009834
YDR273W,chrIV,+,1010175,1011273
YDR274C,chrIV,-,1011588,1011960
YDR275W,chrIV,+,1012251,1012959
YDR276C,chrIV,-,1013475,1013643
YDR277C,chrIV,-,1014400,1015702
YDR278C,chrIV,-,1017000,1017318
tE(CUC)D,chrIV,-,1017206,1017278
YDR279W,chrIV,+,1019367,1020420
YDR280W,chrIV,+,1020746,1021664
YDR281C,chrIV,-,1022006,1022321
YDR282C,chrIV,-,1023510,1024755
YDR283C,chrIV,-,1025069,1030049
YDR284C,chrIV,-,1030549,1031419
YDR285W,chrIV,+,1032435,1035063
YDR286C,chrIV,-,1035230,1035575
YDR287W,chrIV,+,1035994,1036873
YDR288W,chrIV,+,1037194,1038106
YDR289C,chrIV,-,1038279,1039509
YDR290W,chrIV,+,1039369,1039699
YDR291W,chrIV,+,1039727,1042961
YDR292C,chrIV,-,1043145,1045011
YDR293C,chrIV,-,1045639,1049392
YDR294C,chrIV,-,1050458,1052228
YDR295C,chrIV,-,1052622,1054647
YDR296W,chrIV,+,1055211,1055892
YDR297W,chrIV,+,1056550,1057600
YDR298C,chrIV,-,1058175,1058814
YDR299W,chrIV,+,1059626,1061231
YDR300C,chrIV,-,1061504,1062791
YDR301W,chrIV,+,1063351,1067425
YDR302W,chrIV,+,1067730,1068390
YDR303C,chrIV,-,1068728,1071386
YDR304C,chrIV,-,1071879,1072557
YDR305C,chrIV,-,1072745,1073488
YDR306C,chrIV,-,1073734,1075171
tV(CAC)D,chrIV,-,1075471,1075544
YDR307W,chrIV,+,1075864,1077853
YDR308C,chrIV,-,1078026,1078449
YDR309C,chrIV,-,1079047,1080199
YDR310C,chrIV,-,1081127,1084316
YDR311W,chrIV,+,1085064,1086993
YDR312W,chrIV,+,1087580,1088942
YDR313C,chrIV,-,1089218,1090079
YDR314C,chrIV,-,1090432,1092511
YDR315C,chrIV,-,1092740,1093586
YDR316W,chrIV,+,1093762,1095178
tF(GAA)D,chrIV,-,1095369,1095461
YDR316W-A,chrIV,+,1096063,1097386
YDR316W-B,chrIV,+,1096063,1101332
YDR317W,chrIV,+,1102183,1103428
YDR318W,chrIV,+,1103757,1104947
YDR319C,chrIV,-,1105002,1105827
YDR320C,chrIV,-,1106094,1108101
YDR320C-A,chrIV,-,1108279,1108498
YDR320W-B,chrIV,+,1108483,1108621
YDR321W,chrIV,+,1108701,1109847
YDR322W,chrIV,+,1110588,1111692
YDR322C-A,chrIV,-,1112002,1112293
YDR323C,chrIV,-,1112479,1114027
YDR324C,chrIV,-,1114432,1116763
YDR325W,chrIV,+,1117125,1120233
YDR326C,chrIV,-,1120608,1124925
YDR327W,chrIV,+,1125301,1125628
YDR328C,chrIV,-,1125433,1126018
YDR329C,chrIV,-,1126269,1127595
YDR330W,chrIV,+,1127871,1129374
YDR331W,chrIV,+,1129587,1130823
YDR332W,chrIV,+,1131000,1133070
YDR333C,chrIV,-,1133259,1135431
YDR334W,chrIV,+,1135931,1140476
YDR335W,chrIV,+,1141167,1144842
YDR336W,chrIV,+,1145091,1146036
YDR337W,chrIV,+,1146318,1147179
YDR338C,chrIV,-,1147378,1149466
YDR339C,chrIV,-,1149950,1150520
tX(XXX)D,chrIV,-,1150841,1150941
YDR340W,chrIV,+,1150880,1151183
YDR341C,chrIV,-,1151802,1153626
YDR342C,chrIV,-,1154215,1155928
YDR343C,chrIV,-,1159607,1161320
YDR344C,chrIV,-,1162005,1162449
YDR345C,chrIV,-,1162956,1164660
YDR346C,chrIV,-,1167213,1168659
