ENSG,chromosome,orientation,gname,start,end
ENSG00000150433,chr11,-,TMEM218,125096545,125111763
ENSG00000165684,chr9,-,SNAPC4,136375577,136398797
ENSG00000162456,chr1,-,KNCN,46545644,46551527
ENSG00000186010,chr19,+,NDUFA13,19515736,19529054
ENSG00000169397,chr14,+,RNASE3,20891399,20892348
ENSG00000188883,chr7,-,KLRG2,139452690,139483712
ENSG00000198729,chr6,+,PPP1R14C,150143076,150250357
ENSG00000146386,chr6,+,ABRACL,139028682,139043302
ENSG00000172789,chr12,+,HOXC5,54032853,54035358
ENSG00000156096,chr4,-,UGT2B4,69480165,69526014
ENSG00000064102,chr12,-,ASUN,26905181,26938326
ENSG00000175155,chr17,+,YPEL2,59331689,59401729
ENSG00000204525,chr6,-,HLA-C,31268749,31272130
ENSG00000182405,chr15,+,PGBD4,34102073,34108684
ENSG00000167098,chr20,-,SUN5,32983773,33004433
ENSG00000163344,chr1,-,PMVK,154924734,154936991
ENSG00000141200,chr17,+,KIF2B,53822901,53825213
ENSG00000137714,chr11,+,FDX1,110429883,110464881
ENSG00000196220,chr3,-,SRGAP3,8980591,9363053
ENSG00000205922,chr19,+,ONECUT3,1752373,1780988
ENSG00000168484,chr8,+,SFTPC,22156913,22164479
ENSG00000107185,chr9,+,RGP1,35749287,35758575
ENSG00000152670,chr5,+,DDX4,55738017,55817157
ENSG00000154889,chr18,-,MPPE1,11882622,11909223
ENSG00000113073,chr5,+,SLC4A9,140360202,140375143
ENSG00000105737,chr19,-,GRIK5,41998321,42069498
ENSG00000152076,chr2,-,CCDC74B,130139287,130145134
ENSG00000178695,chr13,-,KCTD12,76880166,76886390
ENSG00000125445,chr17,+,MRPS7,75261674,75266373
ENSG00000221813,chr7,+,OR6B1,144003929,144004983
ENSG00000163737,chr4,-,PF4,73981077,73982124
ENSG00000096395,chr6,-,MLN,33794673,33804011
ENSG00000089818,chr12,+,NECAP1,8082211,8097771
ENSG00000059377,chr7,+,TBXAS1,139777051,140020325
ENSG00000163328,chr2,-,GPR155,174431571,174487094
ENSG00000068028,chr3,-,RASSF1,50329782,50340980
ENSG00000122694,chr9,+,GLIPR2,36136536,36163913
ENSG00000204291,chr9,+,COL15A1,98943179,99070792
ENSG00000136720,chr2,-,HS6ST1,128236716,128318577
ENSG00000049167,chr5,-,ERCC8,60873831,60945073
ENSG00000105204,chr19,-,DYRK1B,39825350,39834201
ENSG00000149636,chr20,-,DSN1,36751791,36773818
ENSG00000102996,chr16,+,MMP15,58025566,58046901
ENSG00000184840,chr5,+,TMED9,177592158,177596124
ENSG00000127990,chr7,-,SGCE,94585230,94656209
ENSG00000167080,chr17,+,B4GALNT2,49132460,49176840
ENSG00000138606,chr15,-,SHF,45167214,45201175
ENSG00000204387,chr6,+,C6orf48,31834608,31839766
ENSG00000206535,chr3,+,LNP1,100401193,100456319
ENSG00000113269,chr5,-,RNF130,179911651,180072118
ENSG00000183837,chrX,+,PNMA3,153056409,153060467
ENSG00000163083,chr2,+,INHBB,120346143,120351808
ENSG00000134532,chr12,-,SOX5,23529500,23951032
ENSG00000147697,chr8,-,GSDMC,129748196,129786888
ENSG00000166391,chr11,+,MOGAT2,75717819,75732958
ENSG00000176566,chr8,-,DCAF4L2,87870743,87874068
ENSG00000105732,chr19,+,ZNF574,42068477,42081565
ENSG00000168517,chr17,+,HEXIM2,45160700,45170040
ENSG00000076554,chr8,-,TPD52,80034745,80231232
ENSG00000116667,chr1,+,C1orf21,184387058,184629020
ENSG00000110244,chr11,-,APOA4,116820700,116823306
ENSG00000126821,chr14,-,SGPP1,63684214,63728039
ENSG00000234278,chr13,+,PRR20E,57167197,57170218
ENSG00000082068,chr5,+,WDR70,37379212,37753435
ENSG00000213658,chr16,+,LAT,28984826,28990783
ENSG00000168582,chr2,-,CRYGA,208160740,208163576
ENSG00000112796,chr6,-,ENPP5,46159187,46170971
ENSG00000145365,chr4,-,TIFA,112274542,112285903
ENSG00000167654,chr19,+,ATCAY,3879864,3928079
ENSG00000174599,chr4,-,TRAM1L1,117083554,117085576
ENSG00000101955,chrX,-,SRPX,38149336,38220924
ENSG00000205426,chr12,-,KRT81,52285913,52291534
ENSG00000159224,chr17,-,GIP,48958554,48968596
ENSG00000197982,chr1,+,C1orf122,37806979,37809454
ENSG00000169019,chr4,-,COMMD8,47450796,47463719
ENSG00000124222,chr20,+,STX16,58651253,58679526
ENSG00000183114,chr1,+,FAM43B,20552439,20555010
ENSG00000185236,chr19,+,RAB11B,8389981,8404434
ENSG00000102981,chr16,+,PARD6A,67660946,67662778
ENSG00000138600,chr15,-,SPPL2A,50702266,50765808
ENSG00000111405,chr12,-,ENDOU,47709734,47725567
ENSG00000147649,chr8,+,MTDH,97644179,97728770
ENSG00000157326,chr14,+,DHRS4,23953586,23969279
ENSG00000101000,chr20,+,PROCR,35172073,35216240
ENSG00000170571,chr5,-,EMB,50396192,50443248
ENSG00000145882,chr5,+,PCYOX1L,149358007,149369653
ENSG00000131264,chrX,+,CDX4,73447254,73455245
ENSG00000197114,chr20,+,ZGPAT,63707465,63736142
ENSG00000159618,chr16,+,ADGRG5,57542421,57591681
ENSG00000196267,chr19,-,ZNF836,52153864,52171643
ENSG00000182885,chr16,+,ADGRG3,57668187,57689378
ENSG00000126883,chr9,+,NUP214,131125561,131234670
ENSG00000163219,chr2,+,ARHGAP25,68679601,68826833
ENSG00000118181,chr11,-,RPS25,119015712,119018691
ENSG00000181092,chr3,+,ADIPOQ,186842690,186858463
ENSG00000266173,chr17,-,STRADA,63702832,63741970
ENSG00000085511,chr6,+,MAP3K4,160991727,161117385
ENSG00000187021,chr10,+,PNLIPRP1,116590385,116609175
ENSG00000064270,chr16,+,ATP2C2,84368527,84464187
ENSG00000175970,chr12,+,UNC119B,120710435,120723640
ENSG00000122705,chr9,+,CLTA,36190856,36304781
ENSG00000160948,chr8,-,VPS28,144423601,144428563
ENSG00000183826,chr6,-,BTBD9,38168451,38640148
ENSG00000163882,chr3,+,POLR2H,184361718,184368596
ENSG00000099804,chr19,+,CDC34,531712,542092
ENSG00000221900,chr7,+,POM121L12,53035642,53036924
ENSG00000180090,chr17,-,OR3A1,3291635,3292600
ENSG00000185269,chr17,-,NOTUM,81952507,81961840
ENSG00000143627,chr1,-,PKLR,155289839,155301434
ENSG00000204542,chr6,-,C6orf15,31111223,31112559
ENSG00000198910,chrX,-,L1CAM,153861514,153909223
ENSG00000260027,chr17,-,HOXB7,48607227,48633572
ENSG00000167037,chr22,+,SGSM1,24806169,24927578
ENSG00000166947,chr15,-,EPB42,43106225,43221283
ENSG00000204930,chr9,-,FAM221B,35816391,35828747
ENSG00000123358,chr12,+,NR4A1,52022832,52059507
ENSG00000175054,chr3,-,ATR,142449235,142578826
ENSG00000156925,chrX,+,ZIC3,137566142,137577691
ENSG00000099365,chr16,-,STX1B,30989256,31010628
ENSG00000160392,chr19,-,C19orf47,40319536,40348527
ENSG00000127328,chr12,+,RAB3IP,69738681,69823204
ENSG00000120068,chr17,-,HOXB8,48611377,48614939
ENSG00000101327,chr20,-,PDYN,1978757,1994285
ENSG00000164933,chr8,-,SLC25A32,103398635,103415189
ENSG00000134825,chr11,-,TMEM258,61768501,61792802
ENSG00000221955,chr3,-,SLC12A8,125082636,125212864
ENSG00000163531,chr1,+,NFASC,204828651,205022822
ENSG00000172209,chr7,+,GPR22,107470018,107475659
ENSG00000136861,chr9,-,CDK5RAP2,120388869,120580170
ENSG00000171960,chr1,+,PPIH,42658425,42676758
ENSG00000118762,chr4,+,PKD2,88007668,88077777
ENSG00000113312,chr5,+,TTC1,160009113,160065543
ENSG00000165632,chr10,+,TAF3,7818504,8016627
ENSG00000021645,chr14,+,NRXN3,78170373,79868290
ENSG00000155893,chr3,+,PXYLP1,141228726,141294906
ENSG00000107566,chr10,-,ERLIN1,100150094,100188334
ENSG00000145050,chr3,+,MANF,51385047,51389397
ENSG00000186603,chr1,+,HPDL,45326905,45328533
ENSG00000078246,chr12,+,TULP3,2877223,2941140
ENSG00000198331,chr11,+,HYLS1,125883614,125900648
ENSG00000197901,chr11,-,SLC22A6,62936385,62984983
ENSG00000197416,chr8,-,FABP12,81524981,81531378
ENSG00000204644,chr6,-,ZFP57,29672392,29681110
ENSG00000121853,chr3,-,GHSR,172445133,172448456
ENSG00000258659,chr11,+,TRIM34,5619764,5644398
ENSG00000105821,chr7,-,DNAJC2,103312474,103344873
ENSG00000173214,chr6,+,KIAA1919,111259348,111271167
ENSG00000165997,chr10,+,ARL5B,18659405,18681639
ENSG00000131042,chr19,-,LILRB2,54238904,54281184
ENSG00000082556,chr8,-,OPRK1,53225716,53251697
ENSG00000169393,chr19,+,ELSPBP1,47994651,48025153
ENSG00000135018,chr9,-,UBQLN1,83659963,83708203
ENSG00000077549,chr1,-,CAPZB,19338776,19485539
ENSG00000159516,chr1,-,SPRR2G,153149582,153150869
ENSG00000056558,chr9,-,TRAF1,120902393,120929173
ENSG00000137757,chr11,-,CASP5,104994235,105023168
ENSG00000154380,chr1,-,ENAH,225486835,225653142
ENSG00000134824,chr11,+,FADS2,61792980,61867354
ENSG00000161179,chr22,-,YDJC,21628089,21630064
ENSG00000197312,chr1,+,DDI2,15617500,15669044
ENSG00000170683,chr11,-,OR10A3,7938534,7939594
ENSG00000101298,chr20,+,SNPH,1266316,1309328
ENSG00000090615,chr12,-,GOLGA3,132768909,132828858
ENSG00000144644,chr3,-,GADL1,30726200,30894765
ENSG00000144649,chr3,+,FAM198A,42979267,43060211
ENSG00000129518,chr14,-,EAPP,34515929,34539711
ENSG00000144535,chr2,+,DIS3L2,231961245,232344350
ENSG00000124370,chr2,-,MCEE,71109684,71130239
ENSG00000141644,chr18,-,MBD1,50266882,50281774
ENSG00000002586,chrX,+,CD99,2691179,2741309
ENSG00000170485,chr2,+,NPAS2,100820152,100996829
ENSG00000104812,chr19,-,GYS1,48968125,48993310
ENSG00000008294,chr17,-,SPAG9,50962174,51120865
ENSG00000184209,chr12,+,SNRNP35,123457641,123473154
ENSG00000121350,chr12,+,PYROXD1,21437615,21471252
ENSG00000175311,chr16,+,ANKS4B,21233665,21253845
ENSG00000167757,chr19,-,KLK11,51022216,51028039
ENSG00000155545,chr5,-,MIER3,56919602,56971675
ENSG00000197971,chr18,-,MBP,76978827,77133683
ENSG00000183324,chr15,+,REC114,73443158,73560014
ENSG00000153823,chr2,-,PID1,228850526,229271285
ENSG00000145850,chr5,-,TIMD4,156919282,156963255
ENSG00000237353,chr11,+,PATE4,125833316,125840069
ENSG00000156103,chr8,-,MMP16,88032009,88328025
ENSG00000179213,chr19,+,SIGLECL1,51246348,51269330
ENSG00000144395,chr2,+,CCDC150,196639554,196763490
ENSG00000150076,chr10,+,CCDC7,32567723,32882874
ENSG00000103269,chr16,+,RHBDL1,675666,678268
ENSG00000123594,chrX,-,ATXN3L,13318236,13319952
ENSG00000132591,chr17,+,ERAL1,28854938,28861067
ENSG00000105321,chr19,+,CCDC9,47255980,47271953
ENSG00000095066,chr19,-,HOOK2,12763003,12872740
ENSG00000169402,chr7,+,RSPH10B2,6754109,6799365
ENSG00000162734,chr1,+,PEA15,160205337,160215376
ENSG00000120509,chrX,-,PDZD11,70286595,70290514
ENSG00000213760,chr6,-,ATP6V1G2,31544462,31548427
ENSG00000185760,chr6,+,KCNQ5,72621792,73198851
ENSG00000183813,chr3,+,CCR4,32951574,32956349
ENSG00000240694,chr8,-,PNMA2,26504686,26514092
ENSG00000204219,chr1,-,TCEA3,23381061,23424740
ENSG00000143512,chr1,-,HHIPL2,222522258,222548103
ENSG00000221867,chrX,+,MAGEA3,152698752,152702347
ENSG00000011600,chr19,-,TYROBP,35904401,35908295
ENSG00000089639,chr19,-,GMIP,19629476,19643667
ENSG00000148671,chr10,+,ADIRF,86968192,86983934
ENSG00000188100,chr10,+,FAM25A,87020306,87024730
ENSG00000265681,chr18,-,RPL17,49488453,49492523
ENSG00000176623,chr8,-,RMDN1,86468257,86514357
ENSG00000167306,chr18,-,MYO5B,49822813,50195093
ENSG00000125868,chr20,+,DSTN,17569863,17609919
ENSG00000136044,chr12,-,APPL2,105173296,105236238
ENSG00000108389,chr17,-,MTMR4,58489529,58517905
ENSG00000173269,chr10,-,MMRN2,86935540,86969481
ENSG00000136848,chr9,+,DAB2IP,121567057,121785530
ENSG00000182326,chr12,+,C1S,6988259,7071032
ENSG00000156968,chr16,+,MPV17L,15395754,15413268
ENSG00000143595,chr1,+,AQP10,154321090,154325325
ENSG00000119328,chr9,+,FAM206A,108934181,108950744
ENSG00000147439,chr8,-,BIN3,22620418,22669148
ENSG00000100162,chr22,-,CENPM,41938721,41947164
ENSG00000174891,chr3,+,RSRC1,158105855,158545730
ENSG00000119703,chr14,+,ZC2HC1C,75064170,75079987
ENSG00000109610,chr4,+,SOD3,24789912,24800842
ENSG00000157837,chr12,-,SPPL3,120762510,120904371
ENSG00000164266,chr5,-,SPINK1,147824568,147831786
ENSG00000114023,chr3,+,FAM162A,122384176,122412334
ENSG00000095015,chr5,+,MAP3K1,56815574,56896152
ENSG00000186998,chr22,+,EMID1,29205851,29259597
ENSG00000104415,chr8,+,WISP1,133191039,133230344
ENSG00000036565,chr8,-,SLC18A1,20144855,20183206
ENSG00000163515,chr3,-,RETNLB,108743424,108757384
ENSG00000112337,chr6,-,SLC17A2,25912754,25930726
ENSG00000164932,chr8,+,CTHRC1,103371515,103382997
ENSG00000232653,chr15,+,GOLGA8N,32593456,32607310
ENSG00000250067,chr19,+,YJEFN3,19528861,19537581
ENSG00000174473,chr4,+,GALNTL6,171812254,173041559
ENSG00000198464,chr19,+,ZNF480,52297177,52325922
ENSG00000170348,chr14,-,TMED10,75131470,75176631
ENSG00000134987,chr5,+,WDR36,111091716,111130502
ENSG00000221989,chr7,+,OR2A2,144109514,144110564
ENSG00000157766,chr15,+,ACAN,88803443,88875354
ENSG00000186994,chr19,-,KANK3,8322584,8343262
ENSG00000135945,chr2,-,REV1,99400475,99490035
ENSG00000141985,chr19,-,SH3GL1,4360370,4400547
ENSG00000107014,chr9,-,RLN2,5299868,5304969
ENSG00000101391,chr20,-,CDK5RAP1,33358839,33401561
ENSG00000112182,chr6,-,BACH2,89926529,90296908
ENSG00000120594,chr10,+,PLXDC2,19816239,20289856
ENSG00000111845,chr6,+,PAK1IP1,10694695,10709782
ENSG00000104343,chr8,-,UBE2W,73780097,73878910
ENSG00000119321,chr9,-,FKBP15,113161006,113221361
ENSG00000138050,chr2,-,THUMPD2,39736060,39779267
ENSG00000105429,chr19,+,MEGF8,42325609,42378769
ENSG00000152601,chr3,+,MBNL1,152243828,152465780
ENSG00000135838,chr1,+,NPL,182789293,182830384
ENSG00000134575,chr11,-,ACP2,47239302,47248906
ENSG00000008311,chr7,-,AASS,122075647,122144280
ENSG00000166233,chr15,+,ARIH1,72474326,72602985
ENSG00000161798,chr12,+,AQP5,49961870,49965681
ENSG00000163053,chr2,-,SLC16A14,230034974,230068999
ENSG00000164209,chr5,+,SLC25A46,110738136,110765161
ENSG00000100749,chr14,+,VRK1,96797304,96931722
ENSG00000112309,chr6,-,B3GAT2,70856679,70957038
ENSG00000203740,chr1,+,METTL11B,170146001,170167790
ENSG00000144036,chr2,-,EXOC6B,72175984,72826041
ENSG00000126953,chrX,-,TIMM8A,101345661,101349196
ENSG00000153930,chr17,+,ANKFN1,56110958,56511659
ENSG00000184007,chr1,-,PTP4A2,31906421,31944856
ENSG00000125538,chr2,-,IL1B,112829751,112836903
ENSG00000132388,chr17,-,UBE2G1,4269259,4366628
ENSG00000166984,chr6,+,TCP10L2,167146414,167196913
ENSG00000100583,chr14,+,SAMD15,77376689,77391497
ENSG00000160201,chr21,-,U2AF1,43092956,43107587
ENSG00000105609,chr19,-,LILRB5,54249431,54257301
ENSG00000132205,chr18,+,EMILIN2,2847030,2915993
ENSG00000145708,chr5,+,CRHBP,76952713,76981158
ENSG00000156860,chr16,+,FBRS,30658431,30670814
ENSG00000100614,chr14,+,PPM1A,60245752,60299087
ENSG00000117281,chr1,+,CD160,145719471,145739288
ENSG00000163975,chr3,-,MFI2,196988621,197029816
ENSG00000125991,chr20,+,ERGIC3,35542021,35557634
ENSG00000117984,chr11,-,CTSD,1752752,1763992
ENSG00000128989,chr15,-,ARPP19,52547045,52569883
ENSG00000127511,chr19,+,SIN3B,16829400,16880353
ENSG00000062822,chr19,+,POLD1,50384204,50418018
ENSG00000133943,chr14,+,C14orf159,91060333,91225632
ENSG00000119943,chr10,-,PYROXD2,98383565,98415184
ENSG00000119411,chr9,+,BSPRY,113349541,113371233
ENSG00000133065,chr1,-,SLC41A1,205789093,205813748
ENSG00000166343,chr10,-,MSS51,73423579,73433561
ENSG00000161682,chr17,-,FAM171A2,44353215,44363875
ENSG00000174136,chr5,+,RGMB,98768650,98798643
ENSG00000115750,chr2,+,TAF1B,9843354,9934416
ENSG00000167637,chr19,+,ZNF283,43827292,43852017
ENSG00000163781,chr3,-,TOPBP1,133598175,133661893
ENSG00000179626,chr12,+,OR6C4,55551199,55552244
ENSG00000139579,chr12,+,NABP2,56222015,56229854
ENSG00000182898,chr1,-,TCHHL1,152084144,152089064
ENSG00000107951,chr10,-,MTPAP,30309801,30374448
ENSG00000196781,chr9,-,TLE1,81583683,81689305
ENSG00000091482,chrX,-,SMPX,21705972,21758163
ENSG00000205116,chr1,+,TMEM88B,1426128,1427787
ENSG00000167656,chr8,-,LY6D,142784880,142786592
ENSG00000183682,chr1,+,BMP8A,39491646,39525935
ENSG00000230667,chr1,-,SETSIP,92074533,92075441
ENSG00000196214,chr19,+,ZNF766,52269571,52296046
ENSG00000123453,chr9,-,SARDH,133663560,133739955
ENSG00000137693,chr11,+,YAP1,102110461,102233423
ENSG00000147459,chr8,+,DOCK5,25184723,25418082
ENSG00000112306,chr6,+,RPS12,132814441,132817564
ENSG00000100968,chr14,+,NFATC4,24365673,24379604
ENSG00000089250,chr12,-,NOS1,117208142,117452170
ENSG00000164604,chr7,-,GPR85,113078331,113087778
ENSG00000177839,chr5,+,PCDHB9,141187127,141191541
ENSG00000171777,chr19,-,RASGRP4,38409051,38426305
ENSG00000160593,chr11,-,AMICA1,118193740,118225094
ENSG00000066777,chr8,-,ARFGEF1,67173511,67343677
ENSG00000204174,chr10,-,NPY4R,46461099,46465881
ENSG00000270882,chr1,+,HIST2H4A,149832659,149839767
ENSG00000102048,chrX,-,ASB9,15235288,15270467
ENSG00000124357,chr2,+,NAGK,71064344,71079805
ENSG00000171195,chr4,+,MUC7,70430492,70482997
ENSG00000149488,chr20,+,TMC2,2536607,2641784
ENSG00000142530,chr19,-,FAM71E1,50466785,50476753
ENSG00000181982,chr4,-,CCDC149,24806117,24980204
ENSG00000179195,chr12,+,ZNF664,123971845,124015439
ENSG00000163735,chr4,-,CXCL5,73995642,73998779
ENSG00000197928,chr19,-,ZNF677,53235381,53254898
ENSG00000092531,chr15,+,SNAP23,42491233,42545356
ENSG00000165102,chr8,+,HGSNAT,43140455,43202855
ENSG00000035403,chr10,+,VCL,73995193,74121363
ENSG00000186335,chr5,-,SLC36A2,151314978,151347590
ENSG00000136811,chr9,+,ODF2,128455186,128501292
ENSG00000166598,chr12,+,HSP90B1,103930107,103953645
ENSG00000145888,chr5,-,GLRA1,151822513,151924842
ENSG00000085872,chr19,-,CHERP,16517889,16542530
ENSG00000159063,chr11,-,ALG8,78100936,78139660
ENSG00000160818,chr1,-,GPATCH4,156594487,156601496
ENSG00000103174,chr16,-,NAGPA,5024844,5034141
ENSG00000119900,chr6,+,OGFRL1,71288803,71308950
ENSG00000136492,chr17,-,BRIP1,61681266,61863521
ENSG00000170759,chr10,-,KIF5B,32009010,32056431
ENSG00000189253,chr11,-,TRIM64B,89869282,89876017
ENSG00000142166,chr21,+,IFNAR1,33324477,33359862
ENSG00000119673,chr14,+,ACOT2,73567620,73575658
ENSG00000110330,chr11,+,BIRC2,102347211,102378670
ENSG00000171236,chr19,-,LRG1,4536409,4540474
ENSG00000068079,chr17,+,IFI35,43006725,43014456
ENSG00000204334,chr2,+,ERICH2,170783786,170798971
ENSG00000122547,chr7,+,EEPD1,36153149,36301543
ENSG00000150594,chr10,+,ADRA2A,111077163,111080907
ENSG00000179344,chr6,-,HLA-DQB1,32659467,32668383
ENSG00000146950,chrX,+,SHROOM2,9786456,9949443
ENSG00000125851,chr20,+,PCSK2,17226107,17484578
ENSG00000186103,chr3,+,ARGFX,121570704,121586634
ENSG00000183304,chrX,-,FAM9A,8790795,8801383
ENSG00000183337,chrX,-,BCOR,40049815,40177329
ENSG00000175575,chr11,+,PAAF1,73876699,73931124
ENSG00000184271,chr12,-,POU6F1,51186936,51217693
ENSG00000091844,chr6,-,RGS17,153004459,153131249
ENSG00000161277,chr19,-,THAP8,36034985,36054762
ENSG00000171711,chr8,+,DEFB4A,7894629,7896711
ENSG00000067048,chrY,+,DDX3Y,12904108,12920478
ENSG00000243667,chr2,-,WDR92,68122936,68157560
ENSG00000107443,chr10,+,CCNJ,96043394,96060870
ENSG00000143341,chr1,+,HMCN1,185734551,186190949
ENSG00000087157,chr17,+,PGS1,78378640,78425114
ENSG00000256525,chr17,-,POLG2,64477785,64497036
ENSG00000132510,chr17,+,KDM6B,7839904,7854796
ENSG00000131355,chr19,-,ADGRE3,14619117,14690027
ENSG00000106086,chr7,+,PLEKHA8,30027404,30130483
ENSG00000140511,chr15,-,HAPLN3,88877288,88895626
ENSG00000166226,chr12,+,CCT2,69585334,69601570
ENSG00000070404,chr19,+,FSTL3,676365,683399
ENSG00000167721,chr17,-,TSR1,2322503,2337507
ENSG00000165671,chr5,+,NSD1,177133025,177300215
ENSG00000182923,chr3,+,CEP63,134485743,134575017
ENSG00000173473,chr3,-,SMARCC1,47585272,47782106
ENSG00000066084,chr12,+,DIP2B,50504985,50748667
ENSG00000197548,chr3,+,ATG7,11272309,11557665
ENSG00000213096,chr19,+,ZNF254,24033405,24129961
ENSG00000171561,chr11,-,OR2AT4,75088713,75089754
ENSG00000107290,chr9,-,SETX,132261356,132354985
ENSG00000136297,chr7,-,MMD2,4905989,4959213
ENSG00000085365,chr5,+,SCAMP1,78360583,78479071
ENSG00000162062,chr16,+,C16orf59,2460080,2464963
ENSG00000100416,chr22,+,TRMU,46330875,46357340
ENSG00000021776,chr15,-,AQR,34851782,34969839
ENSG00000183434,chrX,-,TFDP3,133216669,133218348
ENSG00000184470,chr22,-,TXNRD2,19875517,19941992
ENSG00000189375,chr17,-,TBC1D28,18635006,18661950
ENSG00000176293,chr19,+,ZNF135,58059239,58086310
ENSG00000141497,chr17,+,ZMYND15,4740015,4746119
ENSG00000107036,chr9,+,RIC1,5629025,5776557
ENSG00000172322,chr12,+,CLEC12A,9951316,9995694
ENSG00000111229,chr12,-,ARPC3,110434825,110450422
ENSG00000135363,chr11,-,LMO2,33858576,33892289
ENSG00000130368,chr6,+,MAS1,159906690,159916530
ENSG00000124721,chr6,+,DNAH8,38715341,39030529
ENSG00000134365,chr1,+,CFHR4,196850241,196918972
ENSG00000178084,chr3,+,HTR3C,184053047,184060671
ENSG00000105146,chr19,+,AURKC,57230802,57235548
ENSG00000136546,chr2,-,SCN7A,166403573,166494247
ENSG00000272414,chr4,+,FAM47E-STBD1,76251721,76311129
ENSG00000139350,chr12,+,NEDD1,96907223,96953777
ENSG00000168701,chr16,+,TMEM208,67227103,67229278
ENSG00000213719,chr6,-,CLIC1,31730581,31739763
ENSG00000103355,chr16,-,PRSS33,2783953,2787948
ENSG00000105290,chr19,+,APLP1,35867899,35879791
ENSG00000126456,chr19,-,IRF3,49659569,49665875
ENSG00000187187,chr19,+,ZNF546,39984134,40021041
ENSG00000125347,chr5,-,IRF1,132481609,132490798
ENSG00000071564,chr19,-,TCF3,1609290,1652605
ENSG00000108848,chr17,+,LUC7L3,50719544,50756213
ENSG00000221978,chr1,-,CCNL2,1385711,1399328
ENSG00000170615,chr7,-,SLC26A5,103352730,103446177
ENSG00000134444,chr18,+,KIAA1468,62187258,62307829
ENSG00000084463,chr12,-,WBP11,14784579,14803540
ENSG00000000460,chr1,+,C1orf112,169662007,169854080
ENSG00000166573,chr18,+,GALR1,77250549,77277896
ENSG00000163867,chr1,-,ZMYM6,34986165,35031968
ENSG00000203795,chr10,+,FAM24A,122910701,122913111
ENSG00000170214,chr5,+,ADRA1B,159916783,159972544
ENSG00000090316,chr4,+,MAEA,1289851,1340147
ENSG00000164687,chr8,+,FABP5,81280363,81284777
ENSG00000160117,chr19,+,ANKLE1,17281645,17287646
ENSG00000078399,chr7,-,HOXA9,27162435,27175180
ENSG00000096063,chr6,-,SRPK1,35832966,35921342
ENSG00000176485,chr11,-,PLA2G16,63573195,63616883
ENSG00000183150,chr12,-,GPR19,12660891,12696207
ENSG00000136270,chr7,-,TBRG4,45100100,45112047
ENSG00000168135,chr22,-,KCNJ4,38426327,38455199
ENSG00000160396,chr19,-,HIPK4,40379271,40390187
ENSG00000076248,chr12,+,UNG,109097574,109110992
ENSG00000128185,chr22,-,DGCR6L,20314276,20320080
ENSG00000163904,chr3,+,SENP2,185582496,185633551
ENSG00000241794,chr1,-,SPRR2A,153056113,153057537
ENSG00000204531,chr6,-,POU5F1,31164337,31180731
ENSG00000152207,chr13,+,CYSLTR2,48653711,48711226
ENSG00000186081,chr12,-,KRT5,52514575,52520687
ENSG00000108100,chr10,+,CCNY,35247025,35572669
ENSG00000253293,chr7,-,HOXA10,27170591,27180261
ENSG00000170500,chr2,-,LONRF2,100273291,100322733
ENSG00000104290,chr8,+,FZD3,28494205,28574268
ENSG00000180917,chr16,-,CMTR2,71281389,71289715
ENSG00000182534,chr17,-,MXRA7,76672551,76711016
ENSG00000185716,chr16,+,C16orf52,22007638,22087534
ENSG00000186310,chrX,-,NAP1L3,93670930,93673568
