chromosome,start,end,orientation,name,wbid,gname
chrIII,9469842,9485367,-,B0464.4,WBGene00000268,bre-3
chrIII,9456479,9462921,+,B0464.5,WBGene00004980,spk-1
chrIII,9462900,9465881,-,B0464.6,WBGene00007186,
chrIII,9467373,9467982,+,B0464.7,WBGene00000235,baf-1
chrIII,9468072,9470450,+,B0464.8,WBGene00007187,tag-342
chrIII,9465689,9467064,+,B0464.9,WBGene00007188,
chrIV,6957630,6963705,+,B0478.1,WBGene00002178,jnk-1
chrIV,6963864,6964551,-,B0478.3,WBGene00015202,
chrII,11348366,11350312,+,B0491.1,WBGene00007189,
chrII,11336627,11337771,-,B0491.2,WBGene00005016,sqt-1
chrII,11338386,11339535,-,B0491.3,WBGene00007190,rmd-3
chrII,11340070,11343466,-,B0491.4,WBGene00007191,lgc-20
chrII,11343652,11345679,-,B0491.5,WBGene00007192,
chrII,11345881,11347893,-,B0491.6,WBGene00007193,
chrII,11350126,11351311,+,B0491.7,WBGene00007194,
chrII,11358383,11370248,+,B0491.8,WBGene00000529,clh-2
chrII,7709736,7711391,+,B0495.1,WBGene00005149,sre-1
chrII,7711818,7718538,-,B0495.10,WBGene00007044,cpna-5
chrII,7699201,7702251,+,B0495.2,WBGene00015203,
chrII,7690656,7693906,-,B0495.4,WBGene00003730,nhx-2
chrII,7695883,7698454,-,B0495.5,WBGene00015204,
chrII,7698559,7699125,-,B0495.6,WBGene00015205,moa-2
chrII,7701895,7705182,-,B0495.7,WBGene00015206,
chrII,7705482,7707430,-,B0495.8,WBGene00015207,
chrII,7707529,7708663,-,B0495.9,WBGene00015208,
chrIV,7446379,7447452,+,B0496.1,WBGene00015210,
chrIV,7433537,7433947,-,B0496.11,WBGene00194883,
chrIV,7447845,7449363,+,B0496.2,WBGene00015211,
chrIV,7424485,7444651,+,B0496.3,WBGene00006814,unc-82
chrIV,7420947,7422660,+,B0496.5,WBGene00015214,srtx-1
chrIV,7419141,7419960,+,B0496.6,WBGene00015215,
chrIV,7444623,7445354,-,B0496.7,WBGene00015216,valv-1
chrIV,7449073,7451434,-,B0496.8,WBGene00015217,tes-1
chrV,8776634,8779271,+,B0507.1,WBGene00015218,
chrV,8758798,8760494,-,B0507.10,WBGene00015227,
chrV,8771877,8773759,+,B0507.11,WBGene00006006,srx-115
chrV,8774310,8776494,+,B0507.2,WBGene00015219,
chrV,8768887,8770854,+,B0507.3,WBGene00015220,
chrV,8754948,8755737,+,B0507.4,WBGene00015221,
chrV,8753673,8754851,+,B0507.5,WBGene00015222,
chrV,8746136,8753044,+,B0507.6,WBGene00015223,
chrV,8756468,8758698,-,B0507.7,WBGene00015224,
chrV,8760665,8763172,-,B0507.8,WBGene00015225,
chrV,8764866,8766016,-,B0507.9,WBGene00015226,
chrI,10667944,10671005,+,B0511.1,WBGene00001432,fkb-7
chrI,10640382,10642272,-,B0511.10,WBGene00001228,eif-3.E
chrI,10648590,10654168,-,B0511.11,WBGene00015236,
chrI,10654287,10661591,-,B0511.12,WBGene00015237,
chrI,10633179,10636006,-,B0511.13,WBGene00015238,
chrI,10651019,10652951,+,B0511.2,WBGene00015228,
chrI,10646751,10647766,+,B0511.3,WBGene00015229,fbxa-125
chrI,10644273,10645606,+,B0511.4,WBGene00015230,tag-344
chrI,10628732,10631662,+,B0511.5,WBGene00015231,cutl-14
chrI,10624453,10628376,+,B0511.6,WBGene00015232,
chrI,10631640,10633141,-,B0511.7,WBGene00015233,
chrI,10636682,10638966,-,B0511.8,WBGene00044321,mrps-30
chrI,10639075,10640219,-,B0511.9,WBGene00015235,cdc-26
chrIV,13888064,13893956,+,B0513.1,WBGene00001562,lin-66
chrIV,13882707,13884152,+,B0513.2,WBGene00007195,
chrIV,13882169,13882638,+,B0513.3,WBGene00004443,rpl-29
chrIV,13880113,13881517,+,B0513.4,WBGene00007196,
chrIV,13868529,13876592,-,B0513.5,WBGene00007197,
chrIV,13854330,13857326,+,B0513.6,WBGene00007198,
chrIV,13860119,13865269,-,B0513.9,WBGene00007200,vamp-8
chrIII,8671623,8673545,+,B0523.1,WBGene00002212,kin-31
chrIII,8670464,8674970,-,B0523.3,WBGene00003993,pgl-2
chrIII,8675217,8683612,-,B0523.5,WBGene00001443,fli-1
chrIII,1894093,1899847,+,B0524.2,WBGene00015241,
chrIII,1887549,1889682,+,B0524.3,WBGene00015242,
chrIII,1883598,1886209,-,B0524.4,WBGene00015243,
chrIII,1891374,1893833,-,B0524.5,WBGene00015244,
chrIII,1902184,1905631,-,B0524.6,WBGene00015245,
chrIV,92016,110924,+,B0545.1,WBGene00006599,tpa-1
chrIV,86875,90082,-,B0545.3,WBGene00015246,scl-23
chrIV,109054,109943,-,B0545.4,WBGene00015247,
chrIV,3385635,3386904,+,B0546.1,WBGene00015248,mai-2
chrIV,3373391,3378129,-,B0546.2,WBGene00015249,otub-4
chrIV,3378788,3382831,-,B0546.3,WBGene00015250,
chrIV,3382945,3384144,-,B0546.4,WBGene00015251,
chrIV,3388073,3390084,-,B0546.5,WBGene00015252,
chrIV,5649520,5651070,+,B0547.1,WBGene00000817,csn-5
chrIV,5645820,5646222,+,B0547.2,WBGene00015253,
chrIV,5643241,5645603,-,B0547.4,WBGene00005086,srd-8
chrV,438402,438675,+,B0554.1,WBGene00015254,
chrV,434769,436727,+,B0554.2,WBGene00015255,
chrV,434149,434402,+,B0554.3,WBGene00015256,
chrV,430613,433575,+,B0554.4,WBGene00015257,
chrV,424441,426561,+,B0554.5,WBGene00015258,
chrV,422499,424167,+,B0554.6,WBGene00015259,dod-20
chrV,437577,441024,-,B0554.7,WBGene00015260,
chrX,9171505,9172147,+,B0563.1,WBGene00015261,
chrX,9166691,9167199,-,B0563.10,WBGene00077673,
chrX,9163107,9165912,+,B0563.2,WBGene00006637,tsp-11
chrX,9150635,9160597,+,B0563.4,WBGene00006479,tmbi-4
chrX,9146059,9147498,+,B0563.5,WBGene00015262,
chrX,9137870,9145538,+,B0563.6,WBGene00015263,
chrX,9152378,9154127,-,B0563.7,WBGene00015264,
chrX,9173628,9174433,-,B0563.8,WBGene00015265,
chrX,9168482,9168965,+,B0563.9,WBGene00044687,
chrIV,13098954,13100592,+,B0564.1,WBGene00007201,exos-4.1
chrIV,13119072,13124363,+,B0564.10,WBGene00006766,unc-30
chrIV,13105299,13106902,+,B0564.11,WBGene00023421,rde-11
chrIV,13107633,13111479,+,B0564.2,WBGene00007202,
chrIV,13108116,13109775,-,B0564.3,WBGene00007203,best-1
chrIV,13111496,13113058,-,B0564.4,WBGene00007204,best-2
chrIV,13129628,13133206,+,B0564.6,WBGene00007206,
chrIV,13100689,13104855,+,B0564.7,WBGene00007207,
chrIV,13135220,13138798,+,B0564.9,WBGene00007208,
chrIII,1037499,1046264,+,BE0003N10.1,WBGene00015266,
chrIII,1031304,1037202,-,BE0003N10.2,WBGene00015267,chin-1
chrIII,1046238,1060000,-,BE0003N10.3,WBGene00015268,
chrIII,12787578,12789376,-,BE10.1,WBGene00007209,
chrIII,12793283,12798056,-,BE10.2,WBGene00007210,agmo-1
chrIII,12807990,12811549,+,BE10.3,WBGene00007211,
chrIII,12813414,12816697,+,BE10.4,WBGene00007212,
chrIII,12806109,12806754,-,BE10.5,WBGene00044127,
chrI,13408786,13411440,-,C01A2.1,WBGene00007213,
chrI,13397257,13398517,+,C01A2.2,WBGene00007214,
chrI,13387806,13391439,+,C01A2.3,WBGene00007215,
chrI,13392105,13393990,+,C01A2.4,WBGene00007216,
chrI,13384741,13387073,+,C01A2.5,WBGene00007217,
chrI,13379906,13384360,+,C01A2.6,WBGene00007218,
chrI,13402436,13404088,+,C01A2.7,WBGene00007219,nlp-38
chrI,13376865,13377338,+,C01A2.9,WBGene00077546,
chrIV,6624360,6627981,-,C01B10.10,WBGene00015284,
chrIV,6657968,6660425,+,C01B10.11,WBGene00044294,
chrIV,6619032,6621341,-,C01B10.3,WBGene00015278,
chrIV,6628342,6631734,-,C01B10.4,WBGene00015279,
chrIV,6623679,6624482,+,C01B10.44,WBGene00194839,
chrIV,6646023,6646928,+,C01B10.5,WBGene00001858,hil-7
chrIV,6640150,6645341,+,C01B10.6,WBGene00015280,
chrIV,6638545,6639253,+,C01B10.7,WBGene00015281,
chrIV,6635028,6638147,+,C01B10.8,WBGene00015282,
chrIV,6632211,6634987,+,C01B10.9,WBGene00015283,
chrII,23328,24457,+,C01B12.1,WBGene00005017,sqt-2
chrII,19538,22170,+,C01B12.2,WBGene00015285,gmeb-1
chrII,12985,16001,+,C01B12.3,WBGene00015286,best-3
chrII,6664,9233,+,C01B12.4,WBGene00015287,osta-1
chrII,9808,11846,-,C01B12.5,WBGene00015288,best-4
chrII,23881,25435,+,C01B12.8,WBGene00015291,
chrV,2517529,2521770,+,C01B4.1,WBGene00006283,str-257
chrV,2514233,2515592,-,C01B4.10,WBGene00006136,str-76
chrV,2509635,2513267,+,C01B4.3,WBGene00006284,str-258
chrV,2502763,2504913,+,C01B4.5,WBGene00005138,srd-61
chrV,2501050,2502425,+,C01B4.6,WBGene00015270,
chrV,2494234,2499000,+,C01B4.7,WBGene00015271,
chrV,2490511,2492700,+,C01B4.8,WBGene00015272,
chrV,2483003,2487784,-,C01B4.9,WBGene00015273,mct-2
chrV,8786529,8792753,+,C01B7.1,WBGene00006342,sup-37
chrV,8783400,8784143,-,C01B7.3,WBGene00015275,
chrV,8792674,8795545,-,C01B7.4,WBGene00006467,magu-2
chrV,8800129,8800974,-,C01B7.5,WBGene00015276,
chrV,8805394,8819933,-,C01B7.6,WBGene00004457,rpm-1
chrV,8821844,8822536,-,C01B7.7,WBGene00015277,
chrII,13771506,13778956,+,C01B9.1,WBGene00007220,
chrII,13770770,13783947,-,C01B9.4,WBGene00194890,
chrX,7431425,7433490,+,C01C10.1,WBGene00000523,clc-2
chrX,7435752,7437936,-,C01C10.2,WBGene00015294,
chrX,7439354,7442534,-,C01C10.3,WBGene00015295,acl-12
chrX,7433587,7435662,+,C01C10.4,WBGene00000526,clc-5
chrX,3727560,3728424,+,C01C4.1,WBGene00003739,nlp-1
chrX,3716301,3718629,+,C01C4.2,WBGene00015292,
chrX,3706729,3713318,+,C01C4.3,WBGene00015293,
chrIV,12622061,12630999,-,C01C7.1,WBGene00000186,ark-1
chrII,4301609,4305289,+,C01F1.1,WBGene00015296,
chrII,4299660,4301276,+,C01F1.2,WBGene00015297,sco-1
chrII,4295103,4299213,+,C01F1.3,WBGene00015298,
chrII,4276216,4279270,+,C01F1.4,WBGene00015299,
chrII,4279791,4281830,-,C01F1.5,WBGene00015300,
chrII,4282221,4288212,-,C01F1.6,WBGene00015301,
chrI,4850683,4867826,-,C01F4.2,WBGene00015303,rga-6
chrIV,9096825,9099472,+,C01F6.1,WBGene00007221,cpna-3
chrIV,9099248,9101570,+,C01F6.2,WBGene00007222,
chrIV,9104951,9107594,+,C01F6.4,WBGene00001413,fem-3
chrIV,9108916,9109736,+,C01F6.5,WBGene00000120,aly-1
chrIV,9119082,9130369,+,C01F6.6,WBGene00006438,nrfl-1
chrIV,9094532,9095640,-,C01F6.8,WBGene00002046,icln-1
chrIV,9095739,9096218,-,C01F6.9,WBGene00007223,
chrV,15099730,15104787,+,C01G10.1,WBGene00007230,
chrV,15079864,15082462,-,C01G10.10,WBGene00007237,
chrV,15071507,15080135,+,C01G10.11,WBGene00006808,unc-76
chrV,15068673,15069490,+,C01G10.12,WBGene00001021,dnj-3
chrV,15105359,15105910,-,C01G10.14,WBGene00007239,
chrV,15086934,15087279,-,C01G10.15,WBGene00007240,
chrV,15092949,15094321,+,C01G10.16,WBGene00007241,
chrV,15090740,15091102,+,C01G10.17,WBGene00044658,
chrV,15088410,15088682,-,C01G10.18,WBGene00077583,
chrV,15097657,15099537,+,C01G10.2,WBGene00005970,srx-79
chrV,15095032,15097435,+,C01G10.3,WBGene00005969,srx-78
chrV,15089738,15090004,+,C01G10.4,WBGene00007231,
chrV,15089085,15089482,-,C01G10.5,WBGene00007232,
chrV,15087639,15088319,+,C01G10.6,WBGene00007233,
chrV,15085730,15087047,+,C01G10.7,WBGene00007234,
chrV,15084041,15085368,-,C01G10.8,WBGene00007235,
chrV,15082747,15084074,+,C01G10.9,WBGene00007236,
chrII,14573540,14576487,+,C01G12.1,WBGene00007242,madf-5
chrII,14580256,14580968,-,C01G12.10,WBGene00007250,nspb-8
chrII,14580818,14581202,+,C01G12.11,WBGene00007251,nspb-9
chrII,14576882,14578000,+,C01G12.13,WBGene00044333,
chrII,14578210,14578522,+,C01G12.2,WBGene00007243,nspb-7
chrII,14581390,14582285,-,C01G12.3,WBGene00007244,
chrII,14586452,14587432,-,C01G12.5,WBGene00007245,
chrII,14587882,14588186,-,C01G12.6,WBGene00007246,nspb-10
chrII,14588546,14591818,-,C01G12.7,WBGene00007247,
chrII,14593449,14597565,+,C01G12.8,WBGene00007248,catp-4
chrII,14578944,14580023,+,C01G12.9,WBGene00007249,
chrIV,6526713,6529791,-,C01G5.2,WBGene00004179,prg-2
chrIV,6536168,6538989,+,C01G5.3,WBGene00015305,
chrIV,6531739,6535666,+,C01G5.4,WBGene00015306,
chrIV,6524597,6526485,+,C01G5.5,WBGene00015307,
chrIV,6522863,6524557,+,C01G5.6,WBGene00015308,
chrIV,6518163,6519023,+,C01G5.7,WBGene00015309,
chrIV,6548840,6552556,+,C01G5.8,WBGene00015310,fan-1
chrIV,6519964,6522292,+,C01G5.9,WBGene00015311,
chrII,9258853,9261934,-,C01G6.1,WBGene00000170,aqp-2
chrII,9267276,9268243,+,C01G6.2,WBGene00007224,
chrII,9269832,9271475,+,C01G6.3,WBGene00007225,
chrII,9271202,9272984,-,C01G6.4,WBGene00007226,
chrII,9274849,9280038,-,C01G6.5,WBGene00007227,
chrII,9285634,9289076,+,C01G6.6,WBGene00006510,mtrr-1
chrII,9291957,9293981,+,C01G6.7,WBGene00007228,acs-7
chrII,9295856,9310242,-,C01G6.8,WBGene00000289,cam-1
chrII,9293977,9295693,-,C01G6.9,WBGene00007229,
chrI,5272849,5274325,-,C01G8.1,WBGene00015312,
chrI,5274699,5278711,-,C01G8.2,WBGene00000540,cln-3.2
chrI,5278807,5281519,-,C01G8.3,WBGene00000965,dhs-1
chrI,5282086,5283944,-,C01G8.4,WBGene00001022,dnj-4
chrI,5284060,5291608,-,C01G8.5,WBGene00001333,erm-1
chrI,5298758,5300334,-,C01G8.6,WBGene00015313,hpo-32
chrI,5300954,5310917,-,C01G8.9,WBGene00002717,let-526
chrI,7202181,7203506,-,C01H6.1,WBGene00000637,col-61
chrI,7204543,7207715,-,C01H6.2,WBGene00007252,
chrI,7208025,7209864,-,C01H6.3,WBGene00007253,
chrI,7210541,7212697,+,C01H6.4,WBGene00007254,
chrI,7214743,7221804,+,C01H6.5,WBGene00003622,nhr-23
chrI,7222049,7224133,+,C01H6.6,WBGene00007255,
chrI,7224654,7227763,+,C01H6.7,WBGene00007256,swsn-9
chrI,7227862,7229433,+,C01H6.8,WBGene00007257,
chrI,7229416,7233118,-,C01H6.9,WBGene00007258,
chrV,3467450,3468498,-,C02A12.1,WBGene00001781,gst-33
chrV,3483088,3484778,-,C02A12.10,WBGene00044090,srbc-33
chrV,3469442,3470879,-,C02A12.2,WBGene00015315,srbc-29
chrV,3478028,3480443,-,C02A12.3,WBGene00015316,srbc-30
chrV,3481416,3482599,-,C02A12.4,WBGene00003096,lys-7
chrV,3485546,3486954,-,C02A12.5,WBGene00015317,srbc-32
chrV,3489225,3490532,-,C02A12.6,WBGene00015318,srbc-36
chrV,3471867,3475118,-,C02A12.8,WBGene00044088,oac-2
chrV,3476402,3477593,-,C02A12.9,WBGene00044089,srbc-31
chrIV,5086325,5088870,-,C02B10.1,WBGene00015326,ivd-1
chrIV,5090282,5091101,-,C02B10.2,WBGene00015327,snpn-1
chrIV,5092800,5103273,-,C02B10.3,WBGene00015328,
chrIV,5091576,5092800,+,C02B10.4,WBGene00015329,
chrIV,5083295,5086879,+,C02B10.5,WBGene00015330,
chrIV,5070923,5072221,+,C02B10.6,WBGene00015331,
chrX,12678760,12689207,+,C02B4.1,WBGene00000082,adt-1
chrX,12663724,12667782,-,C02B4.2,WBGene00003616,nhr-17
chrX,12658405,12660991,-,C02B4.3,WBGene00007259,
chrX,12662403,12663553,-,C02B4.4,WBGene00045386,
chrX,8147661,8148539,+,C02B8.1,WBGene00015320,
chrX,8144384,8144978,+,C02B8.2,WBGene00015321,fbxc-38
chrX,8139473,8140184,+,C02B8.3,WBGene00015322,
chrX,8116587,8120057,+,C02B8.4,WBGene00001953,hlh-8
chrX,8120361,8125707,-,C02B8.5,WBGene00015323,frpr-1
chrX,8133100,8136279,-,C02B8.6,WBGene00015324,
chrX,8137672,8137830,-,C02B8.7,WBGene00015325,
chrIII,7873715,7877041,+,C02C2.1,WBGene00015332,tyr-1
chrIII,7866443,7868661,+,C02C2.3,WBGene00000845,cup-4
chrIII,7862513,7865222,-,C02C2.4,WBGene00015333,
chrIII,7877147,7878774,-,C02C2.5,WBGene00015334,
chrX,15568848,15573627,+,C02C6.1,WBGene00001130,dyn-1
chrX,15537594,15546646,+,C02C6.2,WBGene00007260,olrn-1
chrX,15546639,15552165,-,C02C6.3,WBGene00007261,lron-3
chrX,15284138,15286158,+,C02D4.1,WBGene00007262,jud-4
chrX,15286510,15302894,-,C02D4.2,WBGene00004777,ser-2
chrIII,8561105,8562892,+,C02D5.1,WBGene00015335,acdh-6
chrIII,8557255,8559114,+,C02D5.2,WBGene00015336,
chrIII,8554692,8555741,+,C02D5.3,WBGene00015337,gsto-2
chrIII,8552473,8553757,+,C02D5.4,WBGene00043097,
chrV,1042693,1048583,-,C02E11.1,WBGene00015344,nra-4
chrV,4934724,4939071,+,C02E7.1,WBGene00015338,catp-2
chrV,4930803,4933013,-,C02E7.10,WBGene00015342,
chrV,4943102,4944305,-,C02E7.13,WBGene00006244,str-211
chrV,4926657,4928181,+,C02E7.2,WBGene00005246,srh-21
chrV,4924904,4926210,+,C02E7.3,WBGene00005245,srh-20
chrV,4923278,4924580,+,C02E7.4,WBGene00005247,srh-22
chrV,4921088,4922602,+,C02E7.5,WBGene00005248,srh-23
chrV,4919193,4919567,+,C02E7.6,WBGene00015339,
chrV,4918140,4918571,-,C02E7.7,WBGene00015340,
chrV,4920328,4920776,-,C02E7.8,WBGene00015341,
chrV,4928264,4929928,-,C02E7.9,WBGene00006238,str-205
chrX,3681155,3684219,+,C02F12.1,WBGene00006643,tsp-17
chrX,3672264,3673905,-,C02F12.10,WBGene00045215,ceh-63
chrX,3668087,3668929,-,C02F12.3,WBGene00015354,snet-1
chrX,3674030,3678546,-,C02F12.4,WBGene00006431,tag-52
chrX,3670360,3672045,-,C02F12.5,WBGene00015355,
chrX,3684211,3689194,-,C02F12.7,WBGene00015356,tag-278
chrX,3690154,3693225,-,C02F12.8,WBGene00015357,
chrX,3696890,3700794,+,C02F12.9,WBGene00015358,
chrIV,10484090,10492932,+,C02F4.1,WBGene00000419,ced-5
chrIV,10492866,10501579,-,C02F4.2,WBGene00006527,tax-6
chrIV,10513870,10515263,-,C02F4.4,WBGene00007264,
chrIV,10523415,10524125,-,C02F4.5,WBGene00007265,
chrIII,8250565,8254251,+,C02F5.1,WBGene00002231,knl-1
chrIII,8248614,8249410,-,C02F5.10,WBGene00015351,
chrIII,8236846,8237822,-,C02F5.11,WBGene00006628,tsp-2
chrIII,8240807,8242932,-,C02F5.12,WBGene00015352,
chrIII,8247277,8248745,+,C02F5.13,WBGene00015353,
chrIII,8234452,8235458,-,C02F5.14,WBGene00044445,
chrIII,8249566,8250122,+,C02F5.2,WBGene00015345,
chrIII,8245818,8247188,+,C02F5.3,WBGene00015346,
chrIII,8244372,8245723,+,C02F5.4,WBGene00015347,cids-1
chrIII,8236075,8236835,+,C02F5.5,WBGene00015348,
chrIII,8232578,8234463,+,C02F5.6,WBGene00015349,henn-1
chrIII,8229654,8233595,+,C02F5.7,WBGene00015350,
chrIII,8237924,8239352,-,C02F5.8,WBGene00006627,tsp-1
chrIII,8243048,8244023,-,C02F5.9,WBGene00003952,pbs-6
chrV,5876353,5879925,+,C02G6.1,WBGene00015359,
chrV,5872067,5874897,+,C02G6.2,WBGene00015360,
chrV,5881094,5882433,+,C02G6.3,WBGene00044803,
chrV,7388371,7389852,-,C02H6.1,WBGene00015361,
chrV,7390508,7392068,-,C02H6.2,WBGene00015362,fbxa-105
chrX,763768,766732,+,C02H7.1,WBGene00001127,dyf-11
chrX,731159,735671,-,C02H7.2,WBGene00015364,npr-19
chrX,751210,759731,-,C02H7.3,WBGene00000086,aex-3
chrX,11257296,11260160,+,C03A3.1,WBGene00007266,
chrX,11262781,11266258,+,C03A3.2,WBGene00007267,
chrX,11267326,11268966,-,C03A3.3,WBGene00007268,
chrV,5170898,5172917,-,C03A7.10,WBGene00015368,srt-65
chrV,5175010,5177240,-,C03A7.11,WBGene00015369,ugt-51
chrV,5178320,5181440,-,C03A7.12,WBGene00015370,
chrV,5191114,5192515,-,C03A7.13,WBGene00015371,
chrV,5192977,5194592,-,C03A7.14,WBGene00000031,abu-8
chrV,5181896,5183701,+,C03A7.2,WBGene00015366,
chrV,5165710,5167225,+,C03A7.3,WBGene00005887,srw-140
chrV,5158608,5159882,+,C03A7.4,WBGene00004099,abu-15
chrV,5154042,5155501,-,C03A7.5,WBGene00005929,srx-38
chrV,5156638,5157745,-,C03A7.6,WBGene00005930,srx-39
chrV,5160587,5161877,-,C03A7.7,WBGene00000029,abu-6
chrV,5163380,5164743,-,C03A7.8,WBGene00000030,abu-7
chrV,5168259,5169670,-,C03A7.9,WBGene00015367,srt-64
chrX,6373612,6375555,+,C03B1.1,WBGene00015372,
chrX,6357711,6357919,-,C03B1.10,WBGene00015380,
chrX,6376401,6377651,-,C03B1.12,WBGene00003053,lmp-1
chrX,6335239,6337787,-,C03B1.13,WBGene00015381,
chrX,6359372,6360724,-,C03B1.14,WBGene00015382,
chrX,6367578,6373121,+,C03B1.2,WBGene00015373,
chrX,6365977,6366795,+,C03B1.3,WBGene00015374,
chrX,6364460,6365681,+,C03B1.4,WBGene00015375,
chrX,6355549,6357745,+,C03B1.5,WBGene00015376,
chrX,6350151,6351840,+,C03B1.6,WBGene00015377,
chrX,6342120,6345993,+,C03B1.7,WBGene00015378,
chrX,6346323,6347077,-,C03B1.9,WBGene00015379,
chrIII,7715426,7716381,+,C03B8.2,WBGene00015385,
chrIII,7712266,7717253,+,C03B8.3,WBGene00015386,
chrIII,7700069,7709407,-,C03B8.4,WBGene00003002,lin-13
chrIII,4083978,4086618,-,C03C10.1,WBGene00002202,kin-19
chrIII,4091052,4093254,+,C03C10.2,WBGene00007269,
chrIII,4093280,4094899,-,C03C10.3,WBGene00004392,rnr-2
chrIII,4096875,4098107,-,C03C10.4,WBGene00007270,
chrIII,4090266,4090532,-,C03C10.5,WBGene00007271,
chrIII,4096019,4097114,+,C03C10.7,WBGene00007273,
chrIII,4089778,4089912,-,C03C10.9,WBGene00185075,
chrI,10014721,10015487,+,C03C11.1,WBGene00007274,
chrI,10016768,10018105,+,C03C11.2,WBGene00001483,fog-3
chrI,9668470,9670706,-,C03D6.1,WBGene00007275,
chrI,9665246,9668655,+,C03D6.3,WBGene00000466,cel-1
chrI,9660166,9665135,-,C03D6.4,WBGene00003800,npp-14
chrI,9658265,9660064,+,C03D6.5,WBGene00007277,asfl-1
chrI,9657049,9657841,-,C03D6.6,WBGene00007278,lab-1
chrI,9669404,9670132,+,C03D6.8,WBGene00004437,rpl-24.2
chrV,11291170,11292551,+,C03E10.1,WBGene00007279,
chrV,11286960,11288208,+,C03E10.3,WBGene00007281,
chrV,11282552,11286024,+,C03E10.4,WBGene00001645,gly-20
chrV,11273130,11278141,+,C03E10.5,WBGene00007282,clec-223
chrV,11271333,11272451,+,C03E10.6,WBGene00007283,clec-222
chrX,5390698,5394108,+,C03F11.1,WBGene00015387,kcnl-3
chrX,5394531,5396896,-,C03F11.2,WBGene00015388,
chrX,5397644,5400552,-,C03F11.3,WBGene00015389,scav-1
chrX,5401453,5406411,-,C03F11.4,WBGene00015390,
chrX,8542814,8545974,-,C03G5.1,WBGene00015391,sdha-1
chrX,8537055,8537460,+,C03G5.10,WBGene00044338,nspc-3
chrX,8537896,8538306,-,C03G5.11,WBGene00044339,nspc-4
chrX,8538687,8539037,+,C03G5.12,WBGene00044340,nspc-5
chrX,8541093,8541443,-,C03G5.13,WBGene00044357,nspc-6
chrX,8541812,8542231,+,C03G5.2,WBGene00015392,nspc-7
chrX,8528197,8531023,+,C03G5.7,WBGene00001448,flp-5
chrX,8534617,8535053,-,C03G5.8,WBGene00023477,nspc-1
chrX,8535416,8535766,+,C03G5.9,WBGene00044337,nspc-2
chrV,7342170,7343818,+,C03G6.10,WBGene00015396,nhr-148
chrV,7350863,7352218,-,C03G6.11,WBGene00005439,srh-231
chrV,7348193,7350049,-,C03G6.12,WBGene00015397,nhr-149
chrV,7354458,7356766,-,C03G6.13,WBGene00015398,tag-293
chrV,7359979,7361755,-,C03G6.14,WBGene00015399,cyp-35A1
chrV,7362298,7364186,-,C03G6.15,WBGene00015400,cyp-35A2
chrV,7377879,7379466,-,C03G6.16,WBGene00015401,srsx-24
chrV,7379736,7381066,-,C03G6.17,WBGene00015402,
chrV,7382003,7383291,-,C03G6.18,WBGene00005646,srp-5
chrV,7384214,7386288,-,C03G6.19,WBGene00005647,srp-6
chrV,7374372,7375576,+,C03G6.2,WBGene00005947,srx-56
chrV,7369742,7372113,+,C03G6.3,WBGene00005602,srj-14
chrV,7365225,7365906,+,C03G6.5,WBGene00015393,
chrV,7357420,7358864,+,C03G6.6,WBGene00015394,
chrV,7353022,7354236,+,C03G6.7,WBGene00005480,srh-275
chrV,7346672,7348117,+,C03G6.8,WBGene00015395,nhr-147
chrV,7344043,7345216,+,C03G6.9,WBGene00005450,srh-244
chrX,15689390,15696355,+,C03H12.1,WBGene00007284,
chrII,402660,404235,+,C03H5.1,WBGene00015403,clec-10
chrII,388833,392737,+,C03H5.2,WBGene00015404,nstp-4
chrII,386194,387920,+,C03H5.3,WBGene00015405,
chrII,375250,375835,+,C03H5.4,WBGene00015406,
chrII,382273,385354,-,C03H5.5,WBGene00015407,
chrII,392814,399976,-,C03H5.6,WBGene00015408,
chrII,380573,382344,+,C03H5.7,WBGene00015409,
chrX,13660449,13662893,+,C04A11.1,WBGene00007285,
chrX,13665887,13668742,-,C04A11.2,WBGene00007286,
chrX,13677122,13682008,+,C04A11.3,WBGene00007287,gck-4
chrX,13687903,13695721,+,C04A11.4,WBGene00000074,adm-2
chrX,13664517,13665310,+,C04A11.5,WBGene00007288,
chrII,6848017,6851484,+,C04A2.1,WBGene00015410,tbc-6
chrII,6835038,6847865,+,C04A2.3,WBGene00001194,egl-27
chrII,6853421,6858255,-,C04A2.7,WBGene00001023,dnj-5
chrX,12280639,12282491,+,C04B4.1,WBGene00007289,
chrX,12283233,12285246,+,C04B4.2,WBGene00007290,
chrX,12285756,12287185,+,C04B4.3,WBGene00007291,lips-2
chrX,12289911,12293199,+,C04B4.4,WBGene00007292,
chrX,12287591,12288286,-,C04B4.5,WBGene00007293,
chrX,12274974,12275609,-,C04B4.6,WBGene00007294,
chrX,14020717,14022340,+,C04C11.1,WBGene00007295,
chrX,14033725,14037384,+,C04C11.2,WBGene00007296,arrd-25
chrIV,3428897,3430330,+,C04C3.1,WBGene00015411,srz-60
chrIV,3415680,3419231,+,C04C3.2,WBGene00015412,lgc-9
chrIV,3399667,3403904,+,C04C3.3,WBGene00015413,pdhb-1
chrIV,3394363,3394642,+,C04C3.4,WBGene00015414,
chrIV,3396578,3399120,-,C04C3.5,WBGene00001119,dyf-3
chrIV,3419810,3422604,-,C04C3.6,WBGene00015416,
